"g171school","g171province","g171sex","g171age","g171f010","g171f074","g171f076","g171f086","g171f101","g171f124","g171g002","eventtime","status","blank_month","X5","X10","X11","X12","X16","X35"
"2","2","1",27.66666667,"1",3.7,8,2,"1","1","0",13,1,-4,"2",5,40,0,200,"2"
"2","1","2",27.25,"1",3.3,10,2,"1","2","0",9,1,3,"2",5,40,10,170,"2"
"2","3","2",24.91666667,"1",3.2,8,2,"1","2","0",22,1,-11,"2",5,40,5,221,"2"
"2","2","2",26.08333333,"1",3.7,9,2,"1","2","0",18,1,1,"2",5,40,0,150,"2"
"2","4","1",27,"1",3.7,8,2,"1","2","0",9,1,10,"2",6,48,0,190,"2"
"2","2","1",28.08333333,"1",3.8,8,2,"1","2","0",15,1,-1,"2",5,40,0,150,"1"
"2","4","2",24,"1",4,8,2,"2","2","0",9,1,-7,"2",5,40,5,200,"2"
"2","1","2",25.66666667,"1",3.8,8,2,"1","1","0",4,1,2,"2",5,40,0,120,"1"
"2","1","1",29.25,"1",3.7,8,2,"1","1","0",3,1,-1,"2",5,40,0,180,"2"
"2","1","2",33.33333333,"1",4.3,8,1,"1","1","1",10,1,2,"2",7,40,0,300,"2"
"2","2","1",26.41666667,"1",4,8,2,"1","2","0",3,1,2,"2",5,40,0,156,"2"
"2","1","2",25.91666667,"1",3.8,9,2,"2","1","0",18,1,-3,"2",5,40,0,200,"2"
"2","4","2",27.5,"1",3.1,11,2,"1","2","1",23,1,-11,"2",5,40,2,160,"2"
"2","2","1",28,"1",3.9,8,1,"1","1","0",17,1,3,"2",5,40,2,180,"1"
"2","2","2",25.16666667,"1",3.7,8,2,"2","1","0",8,1,1,"2",5,40,7,130,"2"
"2","1","1",26.75,"1",3.8,8,2,"1","2","0",15,1,-5,"2",5,40,0,150,"1"
"2","1","1",28.66666667,"2",4,4,2,"1","1","0",14,1,-2,"2",5,40,0,250,"2"
"2","1","2",27.58333333,"1",4,8,1,"1","1","0",16,1,-6,"2",5,40,10,300,"2"
"2","4","2",25.25,"2",4.1,4,2,"2","2","0",6,1,10,"2",5,40,0,155,"2"
"2","4","1",26.5,"1",3.7,8,2,"1","2","0",10,1,-1,"2",5,40,0,200,"2"
"2","4","2",23.91666667,"1",3.5,8,2,"2","2","0",12,1,2,"2",5,40,0,186,"2"
"2","1","2",24.91666667,"1",3.8,8,2,"1","2","0",11,1,2,"2",5,40,0,200,"2"
"2","1","1",29,"1",3.7,8,1,"1","1","0",16,1,-3,"2",5,40,5,316,"2"
"2","3","1",27.25,"1",3.6,8,2,"1","1","0",9,1,10,"2",5,40,8,250,"1"
"2","4","1",28.66666667,"1",3,8,2,"1","2","0",7,1,4,"2",6,44,0,170,"2"
"2","1","2",24.66666667,"1",3.1,10,1,"2","2","0",3,1,2,"2",5,40,0,150,"2"
"2","2","2",25.83333333,"1",3.5,10,2,"2","2","0",5,1,11,"2",5,40,20,200,"2"
"2","3","2",26.08333333,"1",3.5,10,2,"1","2","0",4,1,-2,"2",5,40,20,150,"2"
"2","4","1",28.25,"1",3.5,10,2,"1","2","0",13,1,0,"2",5,40,0,200,"2"
"2","4","2",25.83333333,"1",3.8,10,1,"2","2","0",20,1,-4,"2",5,40,0,190,"2"
"2","4","1",26.66666667,"1",3.5,8,1,"1","1","0",22,1,3,"2",5,40,5,200,"2"
"2","4","1",26.66666667,"1",3.5,8,2,"1","2","0",7,1,8,"2",5.5,44,5,280,"2"
"2","3","2",25.75,"2",2.8,4,2,"1","2","0",12,1,-6,"2",5,40,0,180,"2"
"2","4","1",28.91666667,"2",3.2,4,2,"1","2","0",3,1,17,"2",5,40,10,235,"1"
"2","4","1",27.58333333,"1",3.5,8,1,"1","2","0",14,1,11,"2",5,40,0,283,"1"
"2","3","1",29,"1",3.5,8,1,"2","2","0",8,1,-3,"2",5,40,8,250,"2"
"2","4","1",27.08333333,"1",3.2,8,2,"1","2","0",4,1,2,"2",5,40,15,300,"2"
"2","1","1",27.75,"1",3.1,9,1,"1","1","0",16,1,1,"2",5,40,16,275,"1"
"2","4","1",28.16666667,"1",3.7,8,1,"1","2","0",3,1,1,"2",6,60,20,260,"2"
"2","4","1",28,"1",3.7,8,2,"2","2","0",4,1,0,"2",5.5,48,8,250,"2"
"2","4","1",28.16666667,"1",2.8,9,2,"1","1","0",2,1,13,"2",6,60,0,250,"2"
"2","4","1",28.83333333,"1",3.5,9,2,"1","1","0",6,1,17,"1",5,40,0,200,"2"
"2","3","1",28.08333333,"1",3.8,8,2,"1","2","0",9,1,1,"2",5,40,12,210,"1"
"2","2","1",28.41666667,"1",4.4,8,1,"1","2","0",26,1,-7,"2",5,40,8,250,"2"
"2","4","1",28.33333333,"1",3.3,8,2,"1","2","0",4,1,0,"2",5,40,8,300,"2"
"2","1","1",28,"1",3.2,9,1,"1","2","0",13,1,1,"2",5,45,5,210,"2"
"2","2","2",24.66666667,"1",3.6,8,2,"1","2","0",5,1,6,"2",5,40,0,180,"2"
"2","2","1",26.75,"1",3.3,8,2,"1","2","0",6,1,5,"2",5,40,7,220,"2"
"2","4","1",26.33333333,"1",3.8,8,2,"1","2","0",4,1,8,"2",5,55,0,228,"2"
"2","2","1",27.41666667,"1",3.8,9,2,"1","2","0",5,1,14,"2",5,40,0,333,"2"
"2","4","2",26.58333333,"1",3.3,8,2,"2","1","0",8,1,16,"2",5,40,10,200,"2"
"2","4","2",26.66666667,"1",3.2,8,1,"1","2","0",13,1,1,"2",5,40,20,167,"1"
"2","4","1",27.91666667,"1",3.9,8,2,"1","2","0",3,1,1,"2",5,40,0,189,"2"
"2","4","1",26.66666667,"1",4.2,8,2,"1","2","0",8,1,2,"2",5,40,0,230,"2"
"2","1","1",29.33333333,"1",3.6,8,2,"1","1","0",4,1,-2,"1",5,50,2,180,"1"
"2","3","1",27.25,"1",3,8,1,"1","1","0",13,1,2,"2",5,40,0,200,"2"
"2","2","1",27.25,"1",4.3,7,1,"1","2","0",5,1,2,"2",5,40,0,170,"2"
"2","2","1",26.75,"1",3.6,8,1,"1","2","0",13,1,-1,"2",5,40,10,295,"2"
"2","3","1",28.33333333,"1",3.4,8,1,"1","2","0",4,1,2,"2",5,40,4,280,"2"
"2","3","2",23.58333333,"1",3,8,1,"2","2","0",16,1,-1,"2",5,40,0,220,"2"
"2","4","1",25.66666667,"1",3.5,8,2,"1","2","0",5,1,6,"2",5.5,49,0,140,"2"
"2","3","1",31.16666667,"2",3.5,8,2,"1","1","0",7,1,1,"2",5,40,2,300,"2"
"2","3","2",24.16666667,"1",3.9,8,2,"2","2","0",10,1,5,"2",5,40,0,200,"2"
"2","3","2",24.83333333,"1",3.5,8,2,"1","2","0",15,1,-4,"2",5,40,30,230,"2"
"2","3","1",27.41666667,"1",3.5,8,1,"1","2","0",3,1,0,"2",5,40,0,191,"1"
"2","5","1",28.33333333,"1",3.3,12,2,"2","2","0",13,1,4,"1",5,50,5,245,"2"
"2","4","1",27.25,"1",3.5,8,2,"1","2","0",8,1,10,"2",5,40,0,140,"2"
"2","3","1",25.66666667,"1",4.3,8,2,"1","2","0",6,1,0,"2",5,40,0,200,"2"
"2","4","2",28.75,"1",3.5,8,2,"1","1","0",3,1,2,"2",5,40,1,170,"2"
"2","1","2",27.5,"1",3.8,8,2,"1","1","0",25,1,0,"2",5,40,6,250,"1"
"2","2","2",27.66666667,"2",3.5,4,1,"2","2","0",2,1,3,"2",6,48,8,165,"2"
"2","3","1",27.58333333,"1",3.9,8,2,"2","2","0",12,1,-6,"2",5,52,20,280,"2"
"2","4","1",26.66666667,"1",2.7,8,2,"1","1","0",13,1,3,"2",7,84,0,170,"2"
"2","4","2",24.08333333,"1",3.3,8,2,"2","2","0",4,1,4,"2",5,40,24,180,"2"
"2","4","2",25.5,"1",3.6,8,2,"2","1","0",15,1,9,"2",5,40,0,240,"2"
"2","4","1",27.25,"1",3.8,8,2,"1","2","0",13,1,8,"2",5,40,1,250,"2"
"2","4","1",25.75,"1",3.7,12,2,"2","2","0",12,1,2,"2",6,72,60,400,"2"
"2","5","1",28.41666667,"1",3,12,2,"2","2","0",12,1,2,"2",6,18,1,220,"2"
"2","2","2",25.25,"2",3.3,6,1,"2","2","0",15,1,0,"2",5,37,1,170,"2"
"2","4","2",24.08333333,"1",3.9,8,2,"2","2","0",13,1,0,"2",6,44,0,150,"2"
"2","3","1",26.91666667,"1",3.5,8,2,"1","2","0",12,1,2,"1",5.5,50,1,270,"2"
"2","5","1",28.66666667,"1",3.6,8,2,"1","2","0",2,1,6,"1",5,40,10,170,"2"
"2","5","1",26.08333333,"1",4.1,8,2,"1","2","0",12,1,2,"2",5,20,4,150,"1"
"2","3","2",24.25,"1",3.4,8,2,"2","2","0",5,1,2,"2",6,52,5,233,"2"
"2","4","1",26.66666667,"2",3.4,4,2,"2","2","0",8,1,0,"2",6,40,0,160,"1"
"2","4","2",25.41666667,"1",3.5,8,2,"1","2","0",8,1,2,"2",6,40,0,165,"2"
"2","4","1",26.58333333,"1",3.7,8,2,"2","2","0",10,1,2,"2",6,48,0,230,"2"
"2","4","2",25.91666667,"2",3.7,4,2,"2","2","0",7,1,0,"2",5,40,4,230,"1"
"2","2","1",29.08333333,"1",3,8,1,"1","2","0",8,1,9,"2",5,40,0,350,"2"
"2","5","2",24,"1",3.6,8,2,"2","2","0",26,1,-9,"2",5,40,0,200,"2"
"2","3","1",25.91666667,"1",3.4,8,2,"1","2","0",6,1,0,"2",5,40,0,170,"2"
"2","3","1",32.16666667,"1",2.8,8,1,"1","2","0",7,1,1,"2",5,40,20,150,"2"
"2","1","2",25.91666667,"1",3.5,8,2,"1","1","0",12,1,-5,"2",5,40,1,230,"2"
"2","3","2",26.91666667,"2",2.3,5,2,"2","2","0",26,1,-9,"2",5,40,0,170,"2"
"2","4","2",25.5,"1",3.9,8,1,"1","2","0",6,1,10,"2",5,60,2,170,"1"
"2","2","1",27.91666667,"1",4.2,8,2,"1","2","0",9,1,-7,"2",5,40,30,183,"1"
"2","4","2",26.25,"1",4,8,2,"2","2","1",6,1,2,"2",5,40,5,183,"2"
"2","3","1",26.75,"1",3.6,8,2,"1","2","0",14,1,2,"2",5,40,1,150,"2"
"2","4","2",25.58333333,"1",4.2,8,2,"2","2","0",4,1,2,"2",5,40,8,166,"2"
"2","3","2",24.41666667,"1",4,8,1,"2","2","0",7,1,1,"2",5,40,32,130,"2"
"2","4","2",24.58333333,"1",3.1,8,1,"1","2","0",10,1,2,"2",5,45,0,110,"2"
"2","1","2",25.83333333,"1",4,8,2,"2","1","0",18,1,0,"2",5,40,0,215,"1"
"2","5","1",25.58333333,"1",3,8,2,"1","2","0",10,1,2,"1",5,40,8,160,"1"
"2","1","1",26.5,"1",3.5,8,1,"1","2","0",8,1,12,"2",5,40,0,210,"2"
"1","5","2",22.5,"1",4.3,4,2,"2","2","0",13,1,-4,"2",6,48,0,130,"1"
"1","2","2",22.91666667,"1",3.5,4,1,"2","1","0",8,1,3,"2",5,40,0,150,"1"
"1","2","2",26.5,"1",4.1,8,1,"1","2","0",7,1,8,"2",5,40,0,170,"2"
"1","2","2",21.83333333,"1",3.1,4,1,"2","2","0",4,1,2,"2",5,40,3,150,"2"
"1","4","2",22.91666667,"1",4.3,4,1,"1","2","0",8,1,10,"2",6,40,8,200,"1"
"1","4","2",55.66666667,"1",3.8,4,2,"2","2","0",12,1,1,"2",5,40,8,200,"2"
"1","2","2",21.66666667,"1",3.2,4,2,"2","2","0",5,1,12,"2",5,40,0,150,"2"
"1","2","2",21.41666667,"1",4,4,2,"2","2","0",12,1,2,"2",5,40,0,140,"2"
"1","2","2",22.83333333,"1",3.6,6,2,"2","2","0",11,1,4,"2",5,40,0,150,"2"
"1","2","1",23.91666667,"1",3.9,8,2,"1","2","0",8,1,2,"2",5,36,0,180,"2"
"1","2","1",24.16666667,"1",3.8,4,2,"1","2","0",14,1,-1,"2",6,48,0,220,"2"
"1","2","1",25.5,"1",3.8,4,2,"1","2","0",23,1,-8,"2",6,48,0,200,"2"
"1","2","1",24.33333333,"1",3.8,4,2,"1","2","0",9,1,-6,"2",5.5,58,6,130,"2"
"1","2","1",26.58333333,"1",2.5,6,1,"1","2","0",2,1,0,"2",5,40,25,192,"2"
"1","3","1",25.33333333,"1",3.3,4,2,"1","2","0",5,1,-2,"2",6,60,0,200,"2"
"1","3","1",23.83333333,"1",3.9,4,2,"1","2","0",8,1,-1,"2",5,40,0,200,"2"
"1","4","1",28.16666667,"1",3.7,4,2,"2","2","0",5,1,1,"2",5,48,5,258,"1"
"1","2","1",25.33333333,"1",3.5,4,1,"1","2","0",17,1,2,"2",5,40,10,139,"2"
"1","2","1",25.5,"1",3.7,4,2,"1","2","0",3,1,8,"2",5,40,4,270,"2"
"1","5","1",24.91666667,"1",3.2,4,2,"1","2","0",4,1,1,"2",5,40,0,200,"2"
"1","2","1",24.91666667,"1",3.8,4,2,"1","2","0",8,1,4,"2",5,40,2,210,"2"
"1","4","1",27.58333333,"1",3.7,6,1,"2","2","0",13,1,1,"2",6,72,0,160,"2"
"1","2","1",24.91666667,"1",3,6,2,"1","2","0",5,1,2,"2",5,40,0,200,"2"
"1","4","1",24.66666667,"1",3.9,4,2,"1","2","0",7,1,3,"1",5,40,10,250,"2"
"1","4","1",24.25,"1",3.7,4,2,"1","2","0",15,1,1,"2",5,40,0,150,"2"
"1","1","1",27.33333333,"1",3,6,1,"1","2","0",12,1,-5,"2",5,40,0,170,"2"
"1","5","1",24.5,"1",2.9,4,2,"2","2","0",11,1,2,"2",5,40,0,180,"2"
"1","5","2",22.41666667,"1",2,4,2,"2","2","0",4,1,1,"2",6,50,0,150,"2"
"1","3","1",24.5,"1",4.2,4,2,"1","2","0",10,1,-4,"2",5,40,10,200,"1"
"1","4","1",24.58333333,"1",2.8,4,2,"1","2","0",8,1,-1,"2",6,65,0,190,"2"
"1","4","2",21.83333333,"1",4,4,2,"2","2","0",15,1,-4,"2",6,48,0,250,"1"
"1","4","1",27.08333333,"1",3,4,2,"1","1","0",6,1,2,"2",6,72,0,180,"2"
"1","5","2",22.66666667,"1",4.3,4,2,"2","2","1",4,1,13,"2",5,40,1,110,"1"
"1","5","1",26,"1",4,4,1,"2","2","0",22,1,-6,"1",5,40,5,230,"1"
"1","3","2",24.41666667,"1",3.8,8,2,"2","2","0",9,1,1,"1",5,40,12,400,"2"
"1","4","2",23.16666667,"1",3.2,6,1,"2","2","1",10,1,2,"1",5,45,2,220,"2"
"1","5","2",24.41666667,"1",3.7,8,2,"2","2","0",13,1,1,"1",5,40,24,207,"2"
"1","3","2",23.25,"1",3.8,6,1,"2","2","0",6,1,0,"2",5,40,0,170,"2"
"1","4","2",22.58333333,"1",3,6,1,"2","2","0",9,1,0,"2",5,40,6,190,"2"
"1","4","2",23,"1",3.8,6,2,"2","2","0",8,1,-1,"2",5.5,40,0,170,"2"
"1","4","1",28.5,"1",3.1,4,2,"2","2","0",3,1,0,"2",6,72,0,160,"2"
"1","4","2",22.66666667,"1",3.8,6,2,"2","2","0",7,1,3,"2",5,40,20,200,"2"
"1","4","2",22.91666667,"1",4.3,6,2,"2","2","0",10,1,-1,"2",5,60,20,150,"1"
"1","5","1",25.58333333,"1",3.5,6,1,"1","2","0",14,1,1,"2",5,40,0,170,"2"
"1","2","1",27.16666667,"1",4.1,8,2,"1","2","0",5,1,-2,"2",5,40,0,170,"2"
"1","2","2",22.16666667,"1",4,4,2,"2","2","0",14,1,-6,"2",5,40,10,155,"1"
"1","3","1",29.08333333,"2",3,2,1,"2","2","0",8,1,10,"2",5,40,8,210,"2"
"1","4","2",23.5,"1",3.2,4,2,"2","1","0",8,1,-5,"2",6,50,0,150,"1"
"1","3","2",22.08333333,"1",4,4,2,"2","2","0",14,1,1,"2",6,72,0,110,"1"
"2","2","1",25.66666667,"1",3.9,8,2,"1","2","0",17,1,-2,"2",5,40,0,283,"1"
"2","2","1",29.75,"1",4.2,8,1,"2","2","0",5,1,11,"2",5,45,2,160,"2"
"2","1","1",28.5,"1",3.4,9,2,"1","1","0",7,1,3,"2",5,40,0,200,"2"
"2","2","2",24.83333333,"1",3.3,8,2,"1","2","0",6,1,6,"2",5,40,15,130,"1"
"2","3","2",25.58333333,"1",3.5,8,1,"1","1","0",5,1,3,"2",5,40,5,180,"2"
"2","5","1",27.75,"1",3.5,8,2,"1","1","0",5,1,4,"2",5,40,0,180,"2"
"2","5","2",24.5,"1",3.7,8,2,"2","2","0",18,1,1,"2",6,45,9,140,"2"
"2","1","2",26.16666667,"1",4,8,2,"1","1","0",17,1,7,"2",5,40,4,240,"2"
"2","4","2",24.75,"1",3.8,8,1,"1","2","0",5,1,4,"2",5,40,0,160,"2"
"2","4","2",26,"1",4.2,9,2,"2","1","0",3,1,1,"2",5,40,20,120,"2"
"2","2","1",26.58333333,"1",4,8,2,"1","2","0",6,1,8,"2",6,72,12,260,"1"
"2","2","2",27.08333333,"1",3.5,8,1,"1","2","0",16,1,-9,"2",5,40,5,160,"2"
"2","2","2",26.66666667,"1",3.6,8,2,"1","1","0",15,1,-11,"2",5,40,12,300,"1"
"2","3","2",26,"1",3.8,8,2,"2","2","1",4,1,0,"1",5,40,0,123,"1"
"2","4","2",26.41666667,"1",4.3,8,2,"2","1","0",22,1,2,"2",5,40,0,160,"1"
"2","4","1",27.5,"1",3,8,2,"1","2","0",7,1,2,"2",6,50,0,150,"2"
"2","4","1",25.91666667,"1",3.8,8,2,"1","2","0",14,1,1,"2",5,40,0,210,"2"
"2","1","2",25.41666667,"1",3.8,8,2,"2","2","0",12,1,0,"2",5,40,15,300,"1"
"2","4","2",26.25,"1",3.8,8,2,"1","1","0",17,1,7,"2",5,40,6,217,"2"
"2","2","1",28.58333333,"2",3,4,2,"2","1","0",15,1,-9,"2",5,40,6,220,"2"
"2","4","2",26.25,"1",3.8,8,2,"1","2","0",3,1,2,"2",5,30,0,120,"2"
"2","4","2",26.5,"1",4.3,8,2,"1","1","0",22,1,-3,"2",5,40,10,250,"1"
"2","2","1",27.16666667,"1",3.7,9,2,"1","2","0",8,1,8,"2",5,40,1,180,"1"
"2","2","2",23.83333333,"1",3.6,8,2,"2","2","0",1,1,12,"2",5,40,0,240,"2"
"2","3","1",26.08333333,"1",3.5,8,1,"1","2","0",15,1,-1,"2",5,40,10,210,"2"
"2","3","1",27.08333333,"1",3.5,8,2,"1","2","0",13,1,2,"2",5,40,0,316,"2"
"2","3","1",27.08333333,"1",2.8,8,2,"1","2","0",7,1,1,"1",5,48,0,250,"2"
"2","3","1",29.25,"2",3,4,1,"2","1","0",6,1,6,"2",6,48,12,230,"2"
"2","4","1",27.66666667,"1",4,8,2,"1","2","0",9,1,1,"1",5,45,9,130,"2"
"2","1","1",26.66666667,"1",3.8,8,2,"1","1","0",7,1,0,"2",5.5,40,20,320,"2"
"2","1","2",24.58333333,"1",4.3,8,2,"1","2","0",6,1,4,"2",5,40,5,400,"2"
"2","1","2",26.16666667,"1",3.8,8,1,"1","1","0",5,1,1,"2",5,40,0,160,"1"
"2","2","1",25.91666667,"1",3.8,8,2,"1","2","0",11,1,2,"2",5,40,0,210,"1"
"2","3","1",28.33333333,"1",3.2,8,1,"1","1","1",5,1,5,"2",5,40,0,200,"2"
"2","3","2",25.16666667,"1",3.4,8,2,"2","2","0",13,1,7,"2",5,40,0,200,"2"
"2","2","2",23.75,"1",3.7,8,1,"2","2","0",17,1,-8,"2",5,40,2,178,"2"
"2","2","1",27.25,"1",3.8,8,2,"1","2","0",7,1,-4,"2",5,45,3,330,"2"
"2","3","2",25.33333333,"1",3.8,8,1,"1","2","0",12,1,-10,"2",5,40,5,135,"2"
"2","3","1",28.83333333,"1",4.2,7,2,"1","2","0",13,1,-7,"2",5,40,0,230,"2"
"2","5","2",25.83333333,"1",3.5,8,2,"1","1","0",8,1,-2,"2",5,40,0,140,"2"
"2","3","1",27.33333333,"1",3.6,8,2,"1","2","0",16,1,-2,"2",5.5,40,8,258,"2"
"2","1","1",27,"1",3.6,8,1,"1","2","0",3,1,0,"2",5,40,4,200,"2"
"2","1","2",31.16666667,"1",4.1,8,2,"1","2","0",6,1,1,"2",5,40,30,400,"2"
"2","2","1",25.83333333,"1",4.3,8,2,"1","2","0",16,1,-1,"2",5,40,0,170,"2"
"2","1","1",25.58333333,"1",4.1,8,2,"1","2","0",19,1,0,"2",5,40,0,175,"1"
"2","2","2",24.5,"1",3.9,8,1,"2","2","0",17,1,0,"2",5,40,0,190,"2"
"2","2","2",24.91666667,"1",3.6,8,2,"2","2","0",12,1,2,"2",5,40,5,220,"1"
"2","2","2",25.41666667,"1",3.5,8,1,"2","1","0",12,1,-1,"2",5,40,10,200,"2"
"2","3","1",28,"1",4.1,8,1,"1","2","0",24,1,0,"2",5,40,15,270,"1"
"2","1","1",29.83333333,"1",3.4,9,1,"1","1","0",12,1,6,"2",5,40,12,362,"2"
"2","2","2",26.08333333,"1",3.6,8,2,"1","1","0",12,1,-1,"2",6,52,10,200,"1"
"2","2","2",25.66666667,"1",3.5,8,2,"1","2","0",15,1,3,"2",5,65,15,230,"1"
"2","1","1",26.16666667,"1",3.5,8,2,"1","2","0",14,1,-3,"2",5,50,5,260,"2"
"2","4","2",24.25,"1",3.5,8,2,"2","2","0",19,1,-5,"2",5,40,0,200,"2"
"2","4","1",29.25,"1",3.4,8,1,"1","2","0",5,1,0,"2",5,40,10,180,"2"
"2","3","1",26.08333333,"1",4,8,1,"1","2","0",12,1,-1,"2",5,40,0,160,"1"
"2","5","1",28,"1",4,8,2,"1","2","0",10,1,-4,"2",5,40,0,357,"2"
"2","3","1",26.16666667,"1",3.9,8,1,"1","2","0",10,1,0,"2",6,54,0,225,"1"
"2","4","2",26.33333333,"1",3.7,8,2,"1","2","0",9,1,1,"2",5,40,0,160,"2"
"2","4","1",27.5,"1",2.9,8,2,"1","2","0",5,1,7,"2",5,40,0,145,"2"
"2","2","2",24.25,"1",3.5,8,2,"2","2","0",9,1,2,"2",5,40,0,180,"2"
"2","2","1",42.58333333,"2",4,4,2,"2","2","0",5,1,1,"2",6,60,20,500,"1"
"2","2","1",45.16666667,"2",3.1,4,1,"2","1","0",5,1,-2,"2",6,60,2,350,"1"
"2","4","1",27.08333333,"1",3.5,8,2,"1","2","0",23,1,0,"2",6,48,0,300,"2"
"2","4","1",25.58333333,"1",3,8,2,"1","2","0",18,1,-4,"2",6,54,14,220,"1"
"2","2","1",25.91666667,"1",4.3,7,2,"1","2","0",12,1,-2,"2",5,40,5,200,"1"
"2","3","1",25.91666667,"1",4.3,8,1,"1","2","0",10,1,4,"2",5,40,10,208,"2"
"2","4","2",24.25,"1",3.9,8,2,"2","2","0",2,1,0,"2",5,40,20,183,"2"
"2","1","1",27.75,"1",3.3,8,2,"1","1","0",11,1,9,"2",5,40,3,208,"2"
"2","2","1",26.83333333,"1",3.7,8,2,"1","2","0",7,1,-3,"2",5,40,8,290,"1"
"2","2","1",25.83333333,"1",3,8,2,"1","2","0",13,1,1,"2",5,40,0,250,"2"
"2","3","2",25.5,"1",3.8,8,2,"1","2","0",7,1,11,"2",5,40,0,230,"2"
"2","3","1",26.91666667,"1",3,10,2,"1","2","0",9,1,2,"2",5,40,0,208,"2"
"2","4","1",26.16666667,"1",3.6,8,2,"1","2","0",6,1,-1,"2",5,40,0,350,"2"
"2","1","1",27.41666667,"1",3.7,8,2,"1","2","0",16,1,-1,"2",5,40,18,325,"2"
"2","1","1",26.66666667,"1",3,8,1,"1","2","0",5,1,3,"2",5,52,0,250,"2"
"2","2","1",26.5,"1",3.8,8,2,"1","2","0",8,1,2,"2",5,40,25,200,"2"
"2","1","2",23.83333333,"1",3,8,2,"2","2","0",6,1,2,"2",5,40,15,320,"2"
"2","4","1",27.08333333,"1",3.8,8,1,"1","2","0",8,1,5,"2",6,60,4,260,"2"
"2","5","1",25.58333333,"1",3.5,8,2,"1","2","0",7,1,3,"2",5,40,10,280,"2"
"2","5","1",26.91666667,"1",3.6,8,2,"1","2","0",7,1,-1,"2",5,40,8,180,"2"
"2","1","1",24.91666667,"1",3.9,8,1,"2","2","0",19,1,0,"2",5,40,10,400,"1"
"2","1","1",27.16666667,"1",3.6,8,2,"1","2","0",9,1,3,"2",5,40,15,250,"2"
"2","3","1",26.25,"1",3.6,8,2,"1","2","0",11,1,1,"2",5,40,1,230,"2"
"2","3","1",32.83333333,"1",2.5,10,2,"1","1","0",1,1,1,"2",5,40,35,200,"1"
"2","3","1",26.33333333,"1",3.7,8,2,"1","2","0",15,1,1,"2",5,40,0,290,"2"
"2","5","1",27.25,"1",4.4,8,2,"1","1","0",7,1,-3,"2",5,40,25,250,"2"
"2","3","1",26.5,"1",3.8,8,2,"1","2","0",4,1,9,"2",5,40,0,140,"2"
"2","3","1",27.66666667,"1",3.5,8,2,"1","1","0",21,1,2,"2",5,40,0,250,"2"
"2","3","1",27,"1",3.6,8,1,"1","2","0",17,1,-2,"2",5,40,4,310,"2"
"2","5","1",27.16666667,"1",3.6,8,2,"1","2","0",15,1,0,"2",5,40,0,200,"2"
"2","2","2",24.08333333,"1",3.9,8,2,"2","2","0",12,1,2,"2",5,40,0,210,"1"
"2","2","1",28.58333333,"1",2.8,8,1,"1","1","0",8,1,2,"2",5,40,1,180,"2"
"2","3","2",24,"1",3.5,8,2,"2","2","0",6,1,0,"2",5,40,5,170,"2"
"2","3","1",27.66666667,"1",3.5,9,2,"1","2","0",14,1,8,"2",5,40,0,290,"2"
"2","1","2",27.33333333,"1",2.3,8,2,"1","2","0",6,1,-2,"2",6,40,20,200,"2"
"2","4","1",27.91666667,"1",3.3,9,2,"1","2","0",6,1,0,"2",5,40,10,280,"2"
"2","5","1",26.16666667,"1",3.1,8,2,"1","2","0",4,1,0,"2",5,40,5,180,"2"
"2","2","1",25.75,"1",3.8,8,2,"1","2","0",8,1,-2,"2",5,40,0,200,"2"
"2","3","1",25.58333333,"1",3.5,8,2,"1","2","0",6,1,-1,"2",5,40,0,200,"2"
"2","3","1",33.08333333,"1",2.7,10,1,"1","1","0",20,1,-8,"2",5,40,3,160,"2"
"2","4","1",29.91666667,"1",3.3,8,1,"1","2","0",15,1,-5,"2",5,40,0,180,"1"
"2","1","1",30,"1",2.9,11,2,"1","2","0",3,1,11,"2",5,40,2,200,"2"
"2","3","1",28,"1",3.6,8,2,"1","2","0",3,1,1,"2",5,40,23,230,"2"
"2","2","1",27.25,"1",3.9,8,2,"1","2","0",10,1,8,"2",5,45,10,200,"2"
"2","2","1",25.5,"1",2.7,8,1,"2","2","0",3,1,5,"2",5,40,0,140,"2"
"2","2","1",28,"1",3.6,8,1,"1","2","0",12,1,1,"2",5,40,20,216,"2"
"2","3","1",26.75,"1",3,8,2,"1","2","0",9,1,1,"2",5,40,0,180,"1"
"2","3","2",24,"1",3.7,8,1,"2","2","0",14,1,0,"2",5,40,1,185,"2"
"2","3","1",25.83333333,"1",3.3,8,2,"1","2","0",10,1,6,"2",5,40,3,200,"2"
"2","4","1",26.33333333,"1",3.5,8,2,"1","2","0",10,1,5,"2",5,40,0,160,"2"
"2","1","2",26.16666667,"1",3.5,9,2,"2","2","0",13,1,0,"2",5,40,0,300,"2"
"2","4","1",26.58333333,"1",3.3,8,2,"1","2","0",4,1,-2,"2",5,40,0,200,"2"
"2","2","1",27.25,"1",3.7,8,1,"1","1","0",27,1,-1,"2",5,40,0,200,"2"
"2","3","1",25.75,"1",3.2,8,2,"1","2","0",7,1,2,"2",5,40,0,220,"2"
"2","3","1",27.5,"1",3.7,8,2,"1","2","0",8,1,-3,"2",5,40,5,333,"2"
"2","4","1",26.16666667,"1",3.4,8,2,"1","2","0",19,1,0,"2",5,40,0,340,"2"
"2","2","2",25.58333333,"1",3.1,8,2,"2","1","0",18,1,0,"2",5,40,0,200,"2"
