"g171school","g171province","g171sex","g171age","g171f010","g171f074","g171f076","g171f086","g171f101","g171f124","g171g002","eventtime","status","blank_month","X5","X10","X11","X12","X16","X35"
"2","3","1",27.58333333,"1",4.3,8,2,"1","2","0",20,1,3,"2",5,40,10,250,"2"
"2","1","1",26.91666667,"1",3.5,8,2,"1","2","0",12,1,7,"2",5,40,0,200,"2"
"2","4","1",26.66666667,"1",3.9,8,2,"1","2","0",18,1,-6,"2",6,48,8,170,"1"
"2","5","1",33.41666667,"2",3,4,1,"2","2","0",8,1,2,"2",5,40,12,400,"1"
"2","4","2",26.83333333,"1",4.1,12,2,"2","2","0",13,1,1,"2",5,50,0,200,"2"
"2","4","2",25.75,"1",4,8,2,"1","2","0",13,1,2,"2",6,48,8,160,"1"
"2","4","2",25.33333333,"1",3.4,8,2,"1","2","0",9,1,6,"2",5,40,6,175,"2"
"2","3","2",24.75,"1",3.4,9,2,"2","2","0",9,1,15,"2",5,40,3,200,"2"
"2","4","1",26.16666667,"2",3,4,1,"1","2","0",3,1,2,"2",5,40,2,130,"2"
"2","2","1",28.16666667,"1",3.5,8,2,"1","2","0",8,1,1,"2",5,40,0,250,"1"
"2","5","2",23.5,"1",4.3,8,1,"2","2","0",8,1,3,"2",5,40,0,150,"2"
"2","4","1",29.58333333,"2",4.2,4,1,"2","2","0",9,1,2,"1",5,40,5,280,"2"
"2","4","2",23.91666667,"1",3,8,2,"2","2","0",6,1,2,"1",5,40,3,230,"2"
"2","5","1",26,"1",3.8,8,1,"1","2","0",6,1,2,"1",5,40,0,270,"2"
"2","3","1",32,"1",3,8,2,"2","2","0",9,1,2,"2",6,44,5,400,"2"
"2","4","1",29.91666667,"1",3.2,8,1,"2","2","0",12,1,2,"2",3,24,0,300,"2"
"2","2","2",23.91666667,"1",3.6,8,1,"2","2","0",1,1,1,"1",3,36,0,90,"2"
"2","3","1",25.91666667,"1",3.3,8,2,"1","2","0",10,1,2,"2",5,40,12,230,"2"
"2","3","2",23.75,"1",3.8,8,2,"2","2","0",14,1,1,"2",5,40,20,160,"2"
"2","5","1",26,"1",3.2,8,2,"1","2","0",9,1,1,"2",5,40,0,160,"2"
"2","4","1",27.25,"1",3.4,8,2,"1","2","0",6,1,1,"2",6,45,5,160,"2"
"2","1","2",24.58333333,"1",3.4,8,2,"1","2","0",7,1,5,"2",5,40,20,183,"1"
"2","1","1",26.75,"1",3.8,8,2,"1","2","0",10,1,-3,"2",5,40,0,185,"2"
"2","5","1",26.83333333,"1",4.3,8,2,"1","2","0",8,1,3,"2",5,45,1,180,"1"
"2","1","1",26.91666667,"1",3.5,8,1,"1","2","0",14,1,-1,"2",5,40,3,220,"2"
"2","3","1",28.83333333,"1",3.5,8,1,"1","1","0",20,1,-11,"2",5,52,20,118,"1"
"2","3","2",25.75,"1",3.2,8,2,"1","2","0",14,1,-1,"2",5,40,0,150,"1"
"2","3","1",26.83333333,"1",3.5,8,2,"1","2","0",9,1,-6,"2",5,40,0,150,"2"
"2","4","2",25.41666667,"1",3,8,1,"1","2","0",4,1,0,"2",6,48,5,140,"2"
"2","1","2",25.83333333,"1",3.7,8,2,"1","2","0",21,1,-4,"2",5,40,10,167,"2"
"2","1","1",30.66666667,"1",3.4,8,1,"1","2","0",1,1,1,"2",5,52,0,180,"2"
"2","5","2",26.25,"2",4.1,4,2,"2","2","0",8,1,9,"2",5,40,30,180,"2"
"2","2","1",26.91666667,"1",3.6,8,2,"1","2","0",20,1,1,"2",5,40,30,190,"1"
"1","2","1",27.16666667,"1",3.9,4,2,"2","2","0",12,1,-2,"2",5,40,0,233,"2"
"1","3","2",23,"1",3,4,2,"1","2","0",8,1,11,"2",6,48,0,140,"2"
"1","2","1",31,"1",3.8,4,1,"2","2","0",22,1,-6,"2",5,40,3,250,"2"
"1","2","1",25.66666667,"1",2,6,2,"1","1","0",10,1,-4,"2",5,40,5,230,"2"
"1","3","2",21.83333333,"1",3.9,4,2,"2","2","0",1,1,1,"2",5,40,0,100,"2"
"1","2","2",61.33333333,"1",4.3,8,2,"2","2","0",18,1,-11,"2",5,30,0,110,"1"
"1","2","2",22,"1",4,4,2,"2","2","0",9,1,5,"2",5,40,8,160,"1"
"1","1","2",21.58333333,"1",3,4,2,"2","2","0",12,1,7,"2",5,40,0,180,"2"
"1","1","2",24.41666667,"1",3.6,6,2,"2","2","0",13,1,1,"2",5,40,0,190,"2"
"1","2","2",23.5,"1",3.9,6,2,"2","2","0",8,1,4,"2",5,40,0,160,"2"
"1","4","2",23.58333333,"1",3.8,6,2,"2","2","0",2,1,1,"2",5,40,2,184,"2"
"1","2","1",26.58333333,"1",4,6,2,"1","2","0",13,1,-2,"2",5,40,8,150,"2"
"1","2","1",25.33333333,"1",3.4,6,2,"1","2","0",22,1,-5,"2",5,40,6,220,"1"
"1","2","1",25.25,"1",3.2,6,2,"1","2","0",5,1,13,"2",5,45,0,200,"2"
"1","3","1",25.41666667,"1",3.9,6,2,"1","2","0",15,1,-6,"2",5,40,10,220,"2"
"1","4","1",24.91666667,"1",4.1,4,2,"1","2","0",16,1,-2,"2",6,60,4,215,"2"
"1","4","2",21.66666667,"1",4.1,4,1,"2","2","0",2,1,1,"2",5,40,0,100,"2"
"1","4","1",23.83333333,"1",3.8,4,2,"1","2","0",5,1,9,"2",5.5,66,0,240,"2"
"1","1","1",24.83333333,"1",3.6,4,2,"1","2","0",9,1,1,"2",5,40,0,200,"1"
"1","2","1",24.91666667,"1",3.2,4,1,"1","2","0",23,1,-4,"2",4,24,12,210,"1"
"1","4","1",26.16666667,"1",3.5,4,2,"1","2","0",5,1,4,"2",5,52,0,150,"2"
"1","3","1",24.58333333,"1",3.9,4,2,"1","2","0",10,1,2,"1",5,40,0,240,"2"
"1","5","1",25.58333333,"1",4.2,4,1,"1","2","0",6,1,6,"2",5,40,6,150,"2"
"1","4","1",23,"1",2.9,4,2,"1","2","0",20,1,-6,"2",6,48,12,191,"2"
"1","5","2",25.58333333,"1",3.8,6,1,"2","2","0",9,1,2,"1",6,48,0,144,"1"
"1","2","1",25.83333333,"1",3.9,4,1,"2","2","0",7,1,1,"2",5,40,0,180,"2"
"1","3","1",26.33333333,"1",3.9,4,2,"1","2","0",3,1,1,"2",5,40,2,248,"2"
"1","1","2",22.75,"1",2.3,6,2,"2","2","0",13,1,1,"2",5,40,0,170,"1"
"1","1","2",24.91666667,"1",4.1,8,1,"2","2","0",10,1,3,"2",5,40,0,175,"1"
"1","1","2",25.58333333,"2",4.1,2,2,"2","2","0",13,1,0,"2",5,36,3,200,"2"
"1","4","1",29.16666667,"1",3.6,4,2,"2","2","0",8,1,10,"2",5,40,2,225,"2"
"1","4","1",23.75,"1",4.2,4,2,"1","2","0",6,1,0,"2",5,40,10,250,"2"
"1","2","1",24.5,"1",4.3,4,1,"1","2","0",16,1,-6,"2",5,25,0,60,"1"
"1","4","2",22.25,"1",3.5,4,1,"2","2","0",19,1,-5,"2",6,66,0,190,"2"
"1","5","2",52.25,"1",4.3,4,2,"2","2","1",2,1,5,"2",5,40,0,170,"1"
"1","3","2",24.5,"1",3.8,8,1,"2","2","0",3,1,2,"1",5,40,0,280,"2"
"1","4","2",23.66666667,"1",3.5,8,2,"2","2","0",4,1,2,"1",5,45,0,200,"2"
"1","5","2",24.58333333,"1",3.5,8,2,"2","2","0",7,1,1,"1",4,24,4,270,"2"
"1","5","2",23.58333333,"1",3.8,8,2,"2","2","0",4,1,2,"1",5,40,5,220,"2"
"1","2","2",22.75,"1",3.5,6,2,"2","2","0",2,1,0,"2",5,40,5,165,"2"
"1","3","2",23.66666667,"1",3,6,2,"1","2","0",11,1,1,"2",5.5,42,0,150,"2"
"1","4","2",22.83333333,"1",3.5,6,2,"2","2","0",18,1,0,"2",5,40,0,190,"2"
"1","5","1",26.58333333,"1",3.2,6,2,"1","2","0",6,1,5,"1",4,32,0,210,"2"
"1","5","2",23.75,"1",3.1,6,2,"2","2","0",8,1,2,"2",6,65,1,186,"1"
"1","3","1",25.5,"1",3.5,8,2,"1","2","0",10,1,1,"2",6,48,0,180,"2"
"1","2","1",28.33333333,"1",3.5,6,1,"1","2","0",4,1,1,"2",5,40,30,250,"1"
"1","4","1",24.66666667,"1",3.8,4,2,"1","2","0",17,1,-6,"2",6,60,0,160,"2"
"1","1","1",25.91666667,"1",3.3,6,2,"1","2","0",5,1,-1,"2",5,45,40,170,"2"
"1","4","1",24.91666667,"1",3.6,4,2,"1","2","0",5,1,1,"2",5,40,0,160,"2"
"1","4","2",26.08333333,"1",3.9,4,1,"2","2","0",14,1,0,"2",5,45,0,185,"2"
"1","2","2",22.5,"1",4,4,2,"2","2","0",7,1,1,"2",6,66,24,130,"1"
"1","2","1",24.91666667,"1",4.1,4,2,"1","2","0",14,1,0,"2",5,40,20,200,"1"
"1","4","2",23.5,"1",3.7,6,2,"2","2","0",16,1,4,"2",6,44,6,190,"2"
"1","2","1",24.41666667,"1",2.8,7,2,"1","2","0",4,1,2,"2",5,40,0,160,"1"
"1","2","2",22.91666667,"1",3,6,1,"2","2","0",12,1,2,"2",5,40,0,185,"2"
"1","4","2",24.16666667,"1",4,6,2,"2","2","0",5,1,9,"2",5,40,0,150,"2"
"2","1","2",26.08333333,"1",3.6,8,1,"1","1","0",15,1,2,"2",5,40,0,200,"1"
"2","2","1",26.33333333,"1",3.7,8,2,"1","2","0",4,1,5,"2",5,40,20,191,"1"
"2","3","2",25.83333333,"1",3.8,8,2,"1","1","0",15,1,-5,"2",5,40,5,125,"2"
"2","1","1",28.08333333,"1",3.4,9,2,"1","1","0",15,1,1,"2",5,45,0,350,"2"
"2","2","2",44.66666667,"1",4.1,8,2,"2","2","0",12,1,-1,"2",6,48,0,100,"2"
"2","4","2",27.41666667,"1",3.8,9,2,"1","2","0",14,1,4,"2",5,40,0,333,"2"
"2","1","2",27,"1",4.1,10,2,"2","1","0",10,1,0,"2",5,40,3,220,"2"
"2","1","2",26.33333333,"1",3.6,12,2,"2","2","0",10,1,9,"2",5,40,7,210,"1"
"2","3","1",26.58333333,"1",4.4,8,2,"1","2","0",4,1,2,"2",5,45,0,150,"2"
"2","2","1",26.58333333,"1",3.6,8,2,"1","2","0",13,1,9,"2",5,40,10,208,"2"
"2","2","1",29.83333333,"1",3.9,8,1,"1","2","0",4,1,12,"2",5,40,0,210,"1"
"2","1","1",30.58333333,"1",3.5,9,1,"1","1","0",11,1,-8,"2",5,40,1,330,"1"
"2","3","1",28.41666667,"2",3,4,2,"1","2","0",3,1,0,"2",5,40,0,200,"2"
"2","4","2",24.75,"1",3.8,8,2,"1","1","0",7,1,5,"2",5,40,6,183,"2"
"2","1","2",25.41666667,"1",3.5,8,1,"1","2","0",16,1,0,"2",5,40,0,380,"1"
"2","1","2",24.91666667,"1",4,8,2,"1","2","0",11,1,-2,"2",5,40,0,230,"2"
"2","1","1",28.91666667,"1",3.3,10,2,"1","2","0",5,1,-2,"2",5,40,0,340,"2"
"2","2","1",26.5,"1",3.5,8,2,"1","2","0",6,1,0,"2",6,54,0,200,"2"
"2","2","2",24.75,"1",3,8,2,"1","2","0",11,1,2,"1",5,40,3,250,"1"
"2","3","1",26.66666667,"1",3.9,8,2,"1","2","0",4,1,2,"2",5,45,0,250,"1"
"2","3","1",28.33333333,"1",4,8,2,"1","2","0",9,1,-4,"2",5,40,0,133,"2"
"2","3","1",26.75,"1",3.4,8,2,"1","2","0",14,1,-6,"2",5,40,0,200,"2"
"2","4","2",25.91666667,"1",3,8,1,"1","1","0",24,1,-7,"2",5,40,0,186,"2"
"2","4","1",25.91666667,"1",3.7,8,2,"1","2","0",11,1,-9,"1",5,40,0,170,"1"
"2","1","1",28.58333333,"1",3.7,12,2,"1","2","0",13,1,-1,"2",5,40,15,300,"2"
"2","3","1",27.33333333,"1",3.7,8,1,"1","1","0",7,1,5,"2",5,40,0,260,"2"
"2","5","1",27.33333333,"1",3.3,9,2,"1","2","0",17,1,2,"2",5,45,0,190,"2"
"2","2","1",27,"1",3.3,10,1,"1","2","0",4,1,0,"2",5,40,10,235,"1"
"2","4","2",24.83333333,"1",3,8,2,"1","2","0",10,1,9,"2",5,40,6,160,"2"
"2","1","1",26.75,"1",3,8,2,"1","2","0",6,1,-2,"2",6,66,0,250,"2"
"2","2","1",29,"1",3.5,8,2,"1","2","0",19,1,5,"2",5,40,0,517,"1"
"2","2","2",25,"1",3.2,8,2,"2","1","0",18,1,-3,"2",5,40,0,210,"2"
"2","4","1",26.75,"1",3.2,8,1,"1","2","0",5,1,6,"2",5.5,40,20,200,"2"
"2","1","2",25.66666667,"1",3.4,9,2,"2","1","0",11,1,-7,"2",5,40,0,233,"2"
"2","2","2",27.66666667,"1",4.1,9,2,"1","1","0",5,1,1,"2",5,40,0,100,"2"
"2","3","2",25.25,"1",3.7,8,1,"1","2","0",9,1,1,"2",5,40,0,135,"2"
"2","2","1",28.16666667,"2",3.6,4,2,"1","2","0",2,1,2,"2",5,40,10,225,"1"
"2","1","1",28.33333333,"1",3.4,8,2,"1","1","0",26,1,-3,"2",5,40,6,233,"1"
"2","1","1",30.33333333,"1",4,8,2,"1","1","0",1,1,19,"2",5,40,16,340,"2"
"2","5","2",24.33333333,"1",3.8,8,2,"2","2","0",8,1,1,"2",6,48,0,170,"2"
"2","4","2",26.41666667,"1",4.2,9,1,"1","1","0",12,1,-10,"2",6,50,0,170,"1"
"2","5","2",24.41666667,"1",4.1,8,1,"2","2","0",13,1,1,"2",5,40,10,200,"1"
"2","4","2",23.91666667,"1",3.7,8,2,"2","2","0",21,1,-8,"2",6,46,0,142,"2"
"2","1","2",26.58333333,"1",3.6,9,2,"2","1","0",21,1,-1,"2",5,40,0,200,"2"
"2","4","1",25.66666667,"1",3.5,8,1,"1","2","0",17,1,1,"2",6,48,20,220,"2"
"2","1","2",27.91666667,"1",3.7,10,1,"1","1","0",18,1,-5,"2",5,40,0,230,"2"
"2","3","2",24.83333333,"1",3.8,10,2,"2","2","0",2,1,1,"2",5,40,2,130,"2"
"2","4","1",26.33333333,"1",3.8,8,2,"1","2","0",12,1,-7,"2",5,40,0,185,"2"
"2","5","2",24.91666667,"1",3.8,10,2,"2","2","0",17,1,0,"2",5,45,15,240,"1"
"2","4","1",26.08333333,"1",3.2,8,2,"1","2","0",9,1,1,"2",6,48,0,200,"2"
"2","1","1",29.16666667,"1",3.8,8,1,"1","1","0",13,1,-1,"2",5,40,12,250,"1"
"2","4","1",27.41666667,"1",3.5,8,2,"1","1","0",3,1,14,"2",5.5,44,10,330,"2"
"2","5","1",26.83333333,"1",3,8,2,"1","2","0",4,1,10,"2",5,40,12,220,"2"
"2","3","1",25.66666667,"1",3.7,8,1,"1","2","0",3,1,5,"2",5,40,0,175,"2"
"2","3","1",28.5,"1",3.7,8,2,"1","1","0",14,1,-3,"2",5,40,0,280,"1"
"2","3","1",27.33333333,"1",3.5,8,2,"1","2","0",14,1,-3,"2",6,60,0,180,"2"
"2","1","1",31.58333333,"2",3.4,4,1,"2","1","0",9,1,1,"2",5,40,10,220,"1"
"2","2","1",29.91666667,"2",2.7,4,2,"1","2","0",16,1,0,"2",5,40,15,170,"1"
"2","4","1",28.16666667,"2",4.3,4,2,"1","1","0",10,1,2,"2",6,60,0,370,"2"
"2","4","1",25.66666667,"1",3.9,8,2,"1","2","0",4,1,3,"2",5,45,0,200,"2"
"2","1","1",28.41666667,"1",3.8,9,1,"1","1","0",15,1,-3,"2",5,40,4,300,"1"
"2","5","1",26.66666667,"1",3.4,8,1,"1","2","0",13,1,1,"2",5,40,12,150,"2"
"2","1","1",26.58333333,"1",3.6,8,2,"1","2","0",11,1,1,"2",5,40,0,300,"2"
"2","1","1",27.66666667,"1",3.3,9,2,"1","1","0",12,1,0,"2",5,40,0,280,"2"
"2","2","1",29.5,"1",3.3,9,1,"1","2","0",7,1,7,"2",5,40,10,250,"2"
"2","2","1",28.75,"2",3,5,1,"1","1","0",7,1,2,"2",5,60,12,236,"2"
"2","4","1",27.08333333,"1",4.1,8,2,"1","1","0",10,1,-3,"2",5,40,6,230,"2"
"2","5","1",27.41666667,"1",3.7,8,2,"1","1","0",4,1,0,"2",5,40,5,200,"2"
"2","5","1",27.08333333,"1",3.6,8,2,"1","2","0",5,1,-1,"2",6,40,8,200,"2"
"2","2","1",26.08333333,"1",3.3,8,1,"1","2","0",4,1,1,"1",6,66,0,190,"2"
"2","3","1",28.25,"1",3.8,8,2,"1","2","0",9,1,-3,"2",5,40,30,300,"2"
"2","4","1",28.5,"1",4,8,1,"1","2","0",22,1,-3,"2",5,40,8,210,"2"
"2","1","1",26.91666667,"2",2.9,4,2,"2","2","0",6,1,1,"2",6,40,10,200,"2"
"2","3","1",26.41666667,"1",4.1,8,2,"1","2","0",10,1,3,"2",5,40,20,250,"2"
"2","4","1",26.66666667,"1",3.5,8,2,"1","2","0",3,1,1,"2",5,40,0,225,"2"
"2","2","1",27.41666667,"1",3.7,8,2,"1","2","0",14,1,-7,"2",5,40,20,220,"2"
"2","2","1",26.16666667,"1",4,8,2,"1","2","0",14,1,-3,"2",6,72,0,300,"2"
"2","3","1",25.75,"1",4.1,8,2,"1","2","0",11,1,4,"2",5,40,10,200,"2"
"2","4","1",30.33333333,"1",3.9,8,1,"1","1","0",14,1,2,"2",5,40,0,180,"2"
"2","5","2",24.25,"1",3.9,8,2,"2","2","0",7,1,-4,"2",5,45,15,133,"1"
"2","5","1",25.83333333,"1",3.3,8,2,"1","2","0",18,1,0,"2",5,40,5,230,"2"
"2","2","1",29,"1",3.3,8,2,"1","1","0",15,1,-2,"2",5,40,0,120,"2"
"2","2","1",27,"1",2.8,8,2,"1","2","0",11,1,-3,"2",5,40,16,264,"2"
"2","2","2",24.5,"1",4.2,8,2,"2","2","0",11,1,-3,"2",5,40,0,125,"1"
"2","3","1",27.16666667,"1",3,8,1,"1","2","0",23,1,-4,"2",5,40,1,210,"1"
"2","1","1",29.66666667,"1",3,8,1,"1","1","0",15,1,9,"2",5,40,0,183,"1"
"2","2","1",29,"1",2.4,8,1,"1","2","0",19,1,-4,"2",5,40,0,230,"1"
"2","2","1",28.58333333,"1",3.1,8,1,"1","1","0",9,1,7,"2",5,40,15,233,"2"
"2","1","1",27.5,"1",3.8,9,1,"1","2","0",17,1,7,"2",5,40,8,500,"2"
"2","1","1",28.75,"1",3.3,8,1,"1","2","0",17,1,-8,"2",5,40,0,242,"2"
"2","4","1",29.58333333,"1",3,8,1,"1","1","0",7,1,1,"2",5.5,40,3,200,"2"
"2","2","1",25.91666667,"1",3.5,10,2,"1","2","0",16,1,2,"2",5,40,0,230,"2"
"2","4","1",26.08333333,"1",3.5,8,2,"1","2","0",11,1,-3,"2",5,50,24,160,"2"
"2","2","1",27.66666667,"1",3.7,8,1,"1","2","0",4,1,1,"2",5,40,12,260,"2"
"2","3","1",28.5,"1",3.1,8,2,"2","2","0",17,1,-3,"2",5,40,3,170,"2"
"2","3","1",27.58333333,"1",2.8,8,2,"1","2","0",4,1,2,"2",5,55,11,200,"2"
"2","5","2",27.16666667,"1",3.8,9,2,"1","1","0",13,1,-4,"2",5,40,0,220,"2"
"2","5","1",26.25,"1",3.2,8,1,"1","2","0",4,1,9,"2",5,40,0,210,"2"
"2","3","1",28.33333333,"1",3.3,8,1,"1","2","0",4,1,10,"2",5,40,12,270,"2"
"2","1","2",25.66666667,"1",3.5,8,2,"1","1","0",15,1,-1,"1",5,40,4,300,"2"
"2","3","1",26.75,"1",2.9,8,2,"1","2","0",3,1,1,"2",5,40,30,175,"2"
"2","4","1",27,"1",3,8,2,"1","2","0",16,1,4,"2",6,48,0,150,"2"
"2","5","1",27.58333333,"1",2.9,8,1,"1","2","0",8,1,-1,"2",6,48,0,200,"2"
"2","2","1",27.66666667,"1",4,8,1,"1","2","0",13,1,1,"2",5,40,5,216,"1"
"2","4","2",24.16666667,"1",4.3,8,2,"2","2","0",8,1,1,"2",5,40,2,170,"2"
"2","2","2",23.75,"1",3.9,8,2,"2","2","0",3,1,0,"2",5,40,8,197,"2"
"2","3","1",26.58333333,"1",3.7,8,1,"1","2","0",6,1,5,"2",5,40,3,160,"2"
"2","4","1",26.08333333,"1",3.5,8,2,"1","2","0",6,1,-4,"2",5,70,30,190,"2"
"2","4","2",23.5,"1",4,8,2,"2","2","0",13,1,5,"2",5,40,0,170,"2"
"2","4","2",24.16666667,"1",3.7,8,2,"2","2","0",8,1,6,"2",5,40,0,170,"2"
"2","2","1",27.75,"1",2.7,9,2,"1","2","0",1,1,13,"2",5,40,0,210,"2"
"2","1","1",31.33333333,"1",2.9,10,2,"1","1","0",13,1,-11,"2",6,40,2,197,"2"
"2","5","1",25.91666667,"1",3.9,8,2,"1","2","0",8,1,0,"2",6,58,5,300,"2"
"2","3","1",26.5,"1",3.4,8,2,"1","2","0",13,1,3,"2",5,40,0,200,"2"
"2","3","1",35.25,"1",3,12,2,"2","2","0",8,1,2,"2",5,40,0,500,"2"
"2","5","1",28.25,"1",2.7,12,1,"2","2","0",12,1,2,"2",6,70,30,225,"2"
"2","2","2",24.83333333,"1",3.4,8,1,"2","2","0",2,1,3,"1",5,48,5,50,"2"
"2","2","2",23.66666667,"1",3.9,8,2,"2","2","0",2,1,6,"1",5,40,20,66,"2"
"2","3","2",24.08333333,"1",2.2,8,2,"2","2","0",4,1,3,"1",5,40,0,220,"1"
"2","3","2",24.16666667,"1",2.9,8,1,"2","2","0",5,1,1,"1",5,40,3,230,"2"
"2","3","1",28.16666667,"1",3.7,8,1,"2","2","0",4,1,2,"1",5,45,0,200,"2"
"2","4","2",25.5,"1",3.8,8,2,"2","2","0",5,1,4,"1",5,40,3,300,"2"
"2","5","2",25.33333333,"1",3,8,2,"1","2","0",2,1,1,"1",5,43,3,120,"2"
"2","1","2",26.83333333,"2",3.9,8,2,"2","2","0",9,1,4,"2",5,40,10,400,"2"
"2","4","1",36,"2",3.8,8,2,"2","2","0",4,1,1,"2",5,40,6,340,"2"
"2","4","1",26.75,"1",3.9,8,2,"1","2","0",9,1,6,"2",5,52,0,200,"2"
"2","2","1",28.41666667,"1",3.5,8,2,"1","2","0",16,1,1,"2",5,40,0,210,"2"
"2","2","1",27.25,"1",4,8,1,"1","2","0",11,1,1,"2",5.5,44,0,180,"1"
"2","3","2",24,"1",3.7,8,2,"2","2","0",4,1,1,"2",5.5,44,2,167,"2"
"2","4","2",24.41666667,"1",3.2,8,2,"2","2","0",13,1,1,"2",6,40,0,170,"2"
"2","4","1",28,"1",3.7,8,1,"1","2","0",13,1,-7,"2",5,40,0,100,"1"
"2","1","2",25.41666667,"1",3.3,8,2,"2","2","0",17,1,-1,"2",5,40,1,190,"1"
"2","2","2",26.16666667,"1",3.8,8,2,"1","2","0",12,1,-3,"2",5,40,0,180,"2"
"2","3","2",24.91666667,"1",3.5,8,2,"1","2","0",7,1,-3,"2",5,40,8,150,"2"
"2","1","1",28.5,"1",3.5,8,2,"1","1","0",14,1,-4,"2",5,40,10,160,"1"
"2","3","2",25.41666667,"1",4.2,8,2,"1","2","0",10,1,6,"2",5,50,0,130,"2"
"2","3","1",27.91666667,"1",3,8,2,"1","2","0",12,1,5,"2",5,40,10,200,"2"
"2","4","2",24.16666667,"1",3.7,8,1,"2","2","1",5,1,9,"2",6,40,10,180,"2"
"2","3","2",24,"1",3,8,2,"2","2","0",12,1,1,"2",5,40,0,136,"2"
"1","5","2",22.33333333,"1",4.4,4,2,"2","2","0",10,1,-6,"2",5,40,1,135,"2"
"1","3","1",26.25,"1",3.4,4,1,"1","2","0",17,1,2,"2",5,40,0,183,"2"
"1","2","2",23.33333333,"1",4.1,4,1,"1","2","0",1,1,2,"2",5,40,5,150,"2"
"1","2","1",24.58333333,"1",3.6,4,2,"1","2","0",5,1,0,"2",5,40,0,120,"2"
"1","2","2",23.5,"1",3.9,6,2,"2","2","1",5,1,3,"2",5,50,10,139,"2"
"1","2","2",24,"1",3.5,6,1,"1","2","1",7,1,8,"2",5,40,0,150,"2"
"1","2","1",24.25,"1",3.5,4,1,"1","2","0",14,1,-2,"2",5,40,15,150,"2"
"1","2","2",21.83333333,"1",3.2,4,2,"2","2","1",14,1,-1,"2",5,40,0,180,"2"
"1","4","1",25.33333333,"1",4,4,2,"1","2","0",13,1,-2,"2",5,40,20,300,"2"
"1","4","1",25.66666667,"1",3.7,4,2,"2","2","0",12,1,-6,"1",5,40,20,250,"1"
"1","2","1",24,"1",3,4,1,"1","2","0",12,1,-3,"1",5,40,0,220,"2"
"1","3","1",24.91666667,"1",3.8,4,2,"2","2","0",8,1,2,"2",5,40,0,180,"1"
"1","2","1",25.16666667,"1",2.5,6,2,"1","2","0",6,1,3,"2",5,40,3,170,"2"
"1","5","1",26.33333333,"1",4.1,6,2,"1","2","1",14,1,1,"2",6,60,0,145,"2"
"1","4","1",26.33333333,"1",3,6,1,"1","2","1",5,1,2,"2",5,40,0,190,"2"
"1","2","1",25,"1",3.6,4,2,"1","2","0",19,1,-1,"2",5,40,5,180,"2"
"1","4","1",23.5,"1",4,4,2,"1","2","0",7,1,1,"2",5,40,0,180,"2"
"1","1","1",24.91666667,"1",4.4,6,2,"1","2","1",8,1,2,"1",4,40,12,380,"2"
"1","2","1",25.33333333,"1",3.8,6,2,"1","2","1",4,1,1,"2",5,40,30,300,"2"
"1","2","2",24.33333333,"1",3.8,8,1,"2","2","0",14,1,0,"1",5,42,8,161,"2"
"1","3","1",24.5,"1",3.5,4,2,"1","2","0",5,1,1,"2",5,40,12,140,"2"
"1","4","1",23.91666667,"1",3.8,4,2,"1","2","0",7,1,1,"2",5,60,0,200,"2"
"1","2","2",25.5,"1",2.8,8,2,"2","2","1",7,1,5,"1",5.5,40,12,330,"2"
"1","2","2",27.25,"2",4.5,2,2,"2","2","0",15,1,1,"1",5.5,40,4,310,"1"
"1","2","2",24.16666667,"1",3.7,8,1,"2","2","0",2,1,6,"1",5,40,0,270,"2"
"1","5","2",23.33333333,"1",3.8,6,2,"2","2","0",10,1,1,"1",5,40,0,240,"2"
"1","4","2",23.08333333,"1",3.8,6,2,"2","2","0",4,1,2,"2",6,46,0,160,"2"
"1","5","2",23,"1",3.5,6,2,"2","2","0",13,1,2,"2",6,48,0,155,"2"
"1","3","2",23.5,"1",3,6,2,"2","2","0",16,1,2,"2",6,52,12,300,"1"
"1","4","2",24.66666667,"1",4.4,6,1,"2","2","0",8,1,1,"2",5,40,0,180,"2"
"1","1","2",23.91666667,"1",2.8,5,2,"1","2","0",4,1,4,"2",5,40,0,180,"2"
"1","2","1",23.91666667,"1",3.8,4,1,"1","2","0",11,1,3,"2",5,40,3,180,"2"
"1","2","2",30.91666667,"1",3.5,4,2,"2","2","0",4,1,10,"2",5,40,20,216,"2"
"1","3","2",21.75,"1",3.5,4,2,"2","2","0",10,1,-2,"2",5,40,10,200,"2"
"1","3","1",24.16666667,"1",4,4,2,"1","2","0",13,1,-9,"2",6,60,1,100,"2"
"1","1","2",22.58333333,"1",4.4,4,2,"2","2","0",12,1,0,"2",5,40,10,160,"1"
"2","1","2",27,"1",3.8,9,2,"1","2","0",18,1,-6,"2",5,40,20,180,"1"
"2","2","2",25.16666667,"1",3.8,8,2,"1","2","0",7,1,11,"2",5,40,0,180,"2"
"2","1","2",27.08333333,"1",3.8,9,2,"2","2","0",6,1,0,"2",5,40,0,180,"1"
"2","3","1",31.25,"1",3.8,8,2,"1","1","0",14,1,1,"2",5,40,8,200,"2"
"2","1","2",26.33333333,"1",3.8,8,2,"1","1","0",12,1,-2,"2",5,40,4,230,"2"
"2","1","2",25,"1",3.3,8,2,"1","2","0",4,1,-1,"2",5,40,20,350,"2"
"2","5","2",24.41666667,"1",3,8,2,"2","2","0",6,1,2,"2",5,40,0,150,"1"
